,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18
Lu-99A,-0.064838275,-0.39741963,0.061220624,-0.41557676,-0.26556236,-0.37326455,0.587175,0.22363392,-0.17844278,-0.08782492,0.20769241,0.05497591,-0.48753017,-0.08330786,0.0797116,0.15747356,-0.110846974,0.01689095,0.13561806
NCI-H460,-0.123888694,-0.20049444,0.13884506,-0.5096114,-0.12301317,-0.12590261,0.37885606,0.25282192,-0.2731517,-0.11318739,0.016889924,0.036416925,-0.23025465,0.08406369,-0.2259244,0.27350706,-0.29958075,-0.097559124,0.19259626
JHUEM-2,-0.070743114,-0.47371346,0.18763533,-0.8230277,-0.12641937,-0.15901259,0.672215,0.10427348,-0.26104814,-0.33770227,0.1097513,0.3075828,-0.75215507,0.16060576,-0.3905567,0.24376568,-0.4146985,0.009448443,0.28905365
VM-CUB-1,0.31975722,0.3119899,-0.5250975,0.6413258,0.26516858,0.018873606,-0.21390924,-0.5582678,-0.5955262,0.61142176,-1.214624,-1.0319076,0.5460476,-0.5333793,-0.377915,-0.2690469,0.7723145,0.10844165,-0.15982583
MKN74,0.65376854,0.5442366,-0.332488,0.5237637,0.06605175,0.46666497,-0.6782554,-0.7184043,-0.5369856,1.2178297,-0.9619564,-0.8424292,0.200998,-0.5069292,-0.35272133,-0.01863423,0.3235719,0.68572366,-0.28367952
NCI-H69,0.70465195,2.0626945,0.07195273,4.019912,1.3162847,-1.7759454,0.2977464,0.83325243,2.4055314,0.21941733,0.12893373,-1.942914,0.31568244,-0.10059048,0.23850915,-0.91295785,2.1208148,1.4239202,-0.47321585
NCI-H889,0.39025885,2.2201989,0.21367934,4.319005,1.5963206,-1.8296638,0.264069,0.9622139,2.7908542,-0.069664,0.21177635,-1.7648318,0.17429268,0.07275537,-0.16352808,-0.6900627,1.8554736,1.5275577,-0.3515937
NCI-H2444,-0.07951489,0.016704144,-0.41800895,-0.0018845052,0.34016412,0.36454552,0.008635536,-0.31769997,0.12242825,0.4562228,-0.8066009,-0.80321157,0.22704765,-0.3022183,-0.6008937,-0.33922684,-0.11538142,0.20396334,-0.19945598
MOG-G-UVW,-0.08511722,-0.947074,0.11037931,-1.3687767,-0.31689125,-0.72032917,1.4207625,0.62861097,-0.07918012,-0.28760204,0.4820785,0.16455331,-1.2481709,0.4463992,-0.38896462,-0.14574787,-0.53371614,-0.22252257,0.07505719
NU-DHL-1,-2.354157,1.5757854,1.5715472,-2.0865986,2.2704241,6.4164066,2.5243964,4.3314633,-1.5896344,-10.367304,-1.0336775,5.6711693,3.7457476,-3.327767,-2.7877364,7.7920613,-7.055608,-2.6313682,-0.80582774
DU4475,0.71164936,2.1480136,0.63074446,2.92943,0.86239463,-1.1502724,-0.7695022,0.11379662,0.62275904,0.45034602,0.09532761,-1.7397691,0.7376038,-0.00571952,0.20135736,-0.4508179,1.812223,0.8677778,0.012407303
EFO-21,0.2246109,-0.24962114,-0.51359487,-0.33711708,0.37933528,-0.456461,0.4975219,-0.079288,-0.24316405,0.5504823,-0.31700894,-0.6114993,-0.552598,-0.009312771,0.036703646,-0.35471883,0.3857099,0.27671772,-0.20257825
KLM-1,0.27278283,0.39501107,-0.28571284,0.79196423,0.05074328,0.4283231,-0.6630553,-0.6974173,-0.87224007,0.81439596,-1.4926002,-0.92113316,0.71903354,-0.47985235,-0.44969055,-0.031553984,0.58753365,-0.047767714,-0.05150742
ABC-1,0.08209654,0.5846805,-0.13674854,0.48731813,0.14266811,0.35595942,-0.7145842,-0.9545259,-0.87095153,0.9846396,-0.9023153,-0.78008723,0.40894258,-0.37548834,-0.1272353,0.048719957,0.523533,0.18309419,0.112333074
SNU-626,0.6130181,-0.6828844,-0.42208776,-0.17284612,0.08279747,-1.3251779,0.941252,0.12420483,0.23922747,0.6393786,0.82884526,-0.83887255,-1.5216022,0.22350545,0.022661254,-0.7076248,0.8308617,0.4651887,-0.323089
NCI-H2030,-0.18512112,-0.42043287,0.32018012,-0.47116935,-0.20610183,-0.5125235,0.66541016,-0.18722251,-0.4693625,0.3803666,-0.19577497,-0.54211986,-0.4011201,-0.18902029,-0.3671816,-0.36645207,0.34664237,-0.056917176,0.6113772
T.T,0.8096272,1.1331666,-0.039478846,1.6412516,0.22486374,-0.8283948,-1.1102741,-0.85968876,-0.673863,1.0830581,-0.84955066,-1.5110998,0.47708717,-0.62833333,0.118704826,-0.29178414,1.7019925,0.03826464,0.2915442
HCC1954,0.2827799,0.36348832,-0.19182292,0.64934355,0.04578291,0.3187615,-0.5255556,-0.77999353,-0.55058527,0.73247504,-1.143815,-0.7581641,0.40738,-0.6273432,-0.68921924,0.1032127,0.159568,-0.0051121265,0.09266535
NCI-H526,0.83314174,2.2253623,-0.05527231,3.271185,1.1999768,-1.0007577,-0.37130967,0.44398937,1.5635381,0.015362591,0.21309961,-1.5536635,1.0161847,0.03177765,0.14951555,-0.7425475,2.1982572,1.4474663,-0.33856496
IMR-32,-0.31477004,0.54969746,-0.29627842,1.239872,0.81631076,-0.4062901,1.5443382,1.2222146,1.1590575,-1.5935571,0.34288308,-0.11767063,-0.4204847,0.1312469,-0.37900013,0.2180635,0.26796043,0.8419857,0.2365256
KALS-1,0.18432425,-1.1454506,-0.1769517,-1.1333474,-0.13345218,-0.83293235,1.5987666,0.51578164,0.20307057,-0.30134323,0.6098802,-0.13063763,-1.2219361,0.517149,-0.57397985,-0.07462376,-0.26712352,0.1354195,-0.20150489
OVCAR-8,0.22718786,-0.33176783,-0.08257428,-0.175078,-0.17779154,-0.55447364,0.74319893,0.015954085,-0.07234288,0.35924128,0.23498115,-0.35313797,-0.82025814,0.14109917,0.22876185,-0.18429911,0.29982162,0.34467205,-0.07192727
TC-71,0.1095902,0.1783426,0.062912,0.36383706,0.34431466,0.18225822,0.58666193,0.7628162,0.017734937,-0.6770207,0.25480384,0.33581656,-0.19431181,-0.06591745,-0.25292683,0.46111357,-0.0460762,0.085411295,0.21966895
JIMT-1,0.20024276,0.0008170898,-0.5347393,0.19832368,0.15229014,-0.08873128,-0.30533874,-0.95904106,-0.32158548,1.1067183,-0.9519012,-1.0036461,-0.16036168,-0.22753833,-0.56632286,-0.32420444,0.571838,0.28473246,0.21376298
COLO 679,-0.34835446,-1.0516529,0.22181177,-1.7339246,-0.09532685,-0.018135268,1.1664488,-0.04784178,-0.16086964,0.02628327,0.072281435,0.27266496,-1.4675744,0.7784559,-0.32958594,-0.3339014,-0.8487774,-0.18638967,0.24118906
Hep-G2,-0.09215123,0.35519713,-0.2303065,0.73179865,-0.13254377,0.18202287,0.12543646,0.14843634,0.30650973,0.18003662,-0.655286,-0.33154505,-0.22020952,-0.12689804,-0.8660935,0.29187372,-0.14595309,0.33420557,-0.19762677
NCI-H727,0.25421754,0.98162305,0.20950441,1.8107156,0.8763541,0.014071919,0.14769825,0.56975794,0.457984,-0.08265808,-0.67853534,-0.7621393,0.61757934,0.1227078,-0.4851167,0.2300188,-0.13837992,0.57125264,-0.11846641
Hs 840.T,-0.103499144,-1.7170722,-0.079018705,-0.8786442,-0.20968515,-2.3149707,2.464524,0.3226858,0.5806535,0.6955489,1.1192048,-1.2114347,-2.8865738,0.27075666,-0.4135629,-1.431925,1.0801606,0.038543567,0.34270114
JH-EsoAd1,0.45207494,0.7153743,-0.6328155,1.4460982,0.07772051,-0.33677512,-0.72247154,-1.0839192,0.31962377,1.8293102,-1.1256349,-2.1421018,-0.14519107,-0.075964585,-0.39997876,-0.84978354,1.0682373,1.0776131,-0.1061385
TYK-nu,-0.010554289,-0.2418255,-0.1167111,-0.5157973,-0.08510175,0.045953438,0.7251013,0.3402986,-0.11857547,-0.36404622,0.23750167,0.37916774,-0.47990134,-0.028820327,-0.17403194,0.23143077,-0.5368321,-0.057168618,-0.14290854
HH [Human lymphoma],-1.2723091,1.4475834,1.5539931,-0.496051,1.443961,3.6875987,2.0017662,3.3925743,-0.7265892,-6.1328964,-0.21798356,3.3231812,1.7334299,-1.3198946,-1.6876346,4.5717287,-4.214571,-1.4326622,-0.3882051
SNU-685,-0.14178625,-1.049114,0.008502923,-0.7174127,-0.23499079,-1.3452922,1.6092162,0.37647572,-0.010313481,-0.068439096,0.6439264,-0.3231908,-1.5753443,0.44669062,-0.4462269,-0.48412204,0.035069972,-0.058023497,0.45150286
Fu97,0.09772587,0.34239542,-0.14914131,0.7180744,-0.06870654,0.15400617,-0.03747012,-0.012294292,0.5910859,0.008883256,-0.5986592,-0.45023203,-0.3094193,-0.4016922,-0.7824702,0.19836,-0.04748889,0.27695712,-0.1629621
NCI-H1437,0.42081863,0.86980546,-0.018514035,1.3587136,0.10090239,0.067258924,-0.9558022,-0.8690364,-0.37266,1.2562947,-0.9633721,-1.4301175,0.44069216,-0.24062136,-0.09949528,-0.105451435,0.7075739,0.46002603,0.07916073
TUHR4TKB,0.059343264,-0.91458815,-0.41405395,-0.5148334,0.0704618,-1.3016195,1.0096691,0.025636464,0.06564542,0.97594625,-0.13862874,-1.5481627,-1.4208815,0.27612615,-0.25531238,-1.0079405,1.0479369,0.8153065,0.11939405
IST-Mes1,0.21276751,-0.7107916,-0.1595828,-0.6088832,-0.16499855,-0.8147706,0.917326,0.25767642,0.19496816,0.364403,0.42702156,-0.33990994,-1.038306,0.26239002,-0.1450502,-0.23170726,0.32267007,0.40046343,-0.144095
Caki-2,-0.021428213,-0.86768156,-0.2592892,-0.4839889,0.08473633,-0.6592065,0.77348083,0.19006188,0.044570275,0.50839216,-0.3111248,-0.8452245,-0.6852235,0.11105427,-0.41236192,-0.37304962,0.28219944,0.4999928,0.024525508
SH-4,-0.25340956,-1.0927163,0.06364472,-1.8510084,-0.061519668,-0.16796248,1.1081846,-0.18853426,-0.02750761,0.19917679,0.08112286,0.152002,-1.7079883,0.7922327,-0.35924786,-0.55528873,-0.7466367,0.017347038,0.3956002
MDA-MB-361,0.31193346,0.5535909,-0.02574553,1.1350567,0.16989025,0.2827652,-0.6550673,-0.662114,-0.4088702,0.8625783,-0.89084977,-0.98531795,0.621048,-0.11704855,-0.27284494,-0.14806844,0.5180935,0.4219097,0.07809898
JHOM-2B,1.0801176,2.7838798,0.10618806,3.8443744,0.5404655,-0.9599768,-1.9373099,-1.1068994,-0.15565856,2.5062792,-1.698006,-2.9203575,1.3564454,-0.31370983,-0.53416395,-0.81919444,2.3999312,1.7173373,0.06445375
U-118MG,-0.015568461,-1.5082681,0.038683273,-1.2875407,-0.4599823,-1.3028642,2.0217545,0.61011994,0.29073444,0.23841769,0.8518088,-0.27935386,-2.299364,0.29611367,-0.4853304,-0.6445105,0.0989884,-0.048486277,0.30545455
HPB-ALL,-1.5982078,1.1366733,1.8132635,-1.2423005,1.2088007,4.3669977,2.0315022,3.654416,-1.4241326,-7.027734,-0.4927035,4.1001687,1.9235324,-1.968286,-1.5210888,5.629691,-4.50688,-1.4893557,-0.42485917
CW-2,1.1767789,2.7896972,0.23650621,3.4130917,0.38610378,-0.99286574,-1.8135455,-0.5290184,-0.135061,2.274623,-1.0795155,-2.5928798,1.202981,-0.18908648,-0.46848994,-0.28752217,2.2225342,1.5369503,0.14558598
S-117,0.25926524,-0.88220865,-0.14768738,-0.75104314,-0.28811175,-1.2426782,1.4039682,0.29439428,0.27526686,0.3665969,0.4444965,-0.62204564,-1.4265887,0.35350043,-0.38131422,-0.58678854,0.41531107,0.3747482,0.03102097
HCC15,0.020251654,-0.21044254,-0.03166675,-0.24795967,-0.10333982,0.064540446,0.26027647,-0.049035296,-0.12066136,0.20836419,-0.18100668,-0.15108521,0.03761504,-0.26982358,-0.0850363,0.2827959,-0.094436735,0.032638222,-0.12269436
Hs 172.T,0.29416895,-1.2707801,-0.40204844,-0.47760624,-0.06603092,-2.156804,2.1169567,0.11280849,0.45720744,1.037228,0.8957696,-1.3110024,-2.8177433,0.27359396,-0.27852178,-1.4683087,1.5401838,0.3131526,0.014790595
KYSE-180,-0.34855714,0.1507943,0.32426918,0.5035307,0.16500464,-0.45341823,-0.29287237,-0.39995417,-0.6306559,0.13054782,-0.4187928,-0.47824806,0.25100264,-0.45229125,0.057127953,-0.21271074,0.6835245,-0.472921,0.6100092
SW780,-0.02161266,0.6428204,-0.11426877,0.4933457,0.1337177,0.9314317,-0.7194081,-0.38402405,-0.81092685,0.26015106,-1.2972801,-0.39944357,1.1715504,-0.797034,-0.5448137,0.21199556,0.07265206,-0.20643651,-0.21972385
SNU-C4,1.0231323,2.8491373,0.24409103,3.6441047,0.32312638,-1.410815,-2.1476326,-0.98320466,-0.53950304,2.737815,-1.1811167,-2.8270957,1.0935163,-0.16049412,-0.18054152,-0.78665024,2.7104516,1.4134288,0.3866331
KMS-27,-1.0442374,1.1598036,0.8297632,-0.97128755,1.1740509,3.6457796,1.0664173,2.736962,-0.98647237,-5.25987,-0.47191978,3.5577753,2.1027489,-1.8763045,-1.7674266,4.7884455,-3.7704813,-1.2091627,-0.2742137
NCI-H1048,-0.06922345,0.62852323,0.43056518,1.01191,0.33187503,-0.52036935,-0.08829219,-0.014309019,0.016467303,-0.022653386,-0.090082526,-0.43234724,0.36371905,-0.06284613,0.032127216,-0.35083804,0.78404385,0.111150116,0.38053906
IPC-298,-0.12885335,-1.1415405,0.10229961,-1.8550758,-0.21698126,-0.09999777,1.3273425,0.27819762,0.019484848,-0.19767398,0.115784585,0.39886218,-1.5462601,0.7687026,-0.44426912,-0.32321423,-1.1049562,-0.18806033,0.1521342
U-937,-0.34637666,0.70848477,0.48975378,-0.44887897,0.38960296,2.7161539,0.67340374,1.3792309,-2.2538862,-3.723714,-0.47200805,1.8154228,1.3719314,-0.9304378,-0.44962454,3.3317847,-1.5013152,-0.9415537,-0.5321716
OCI-M1,1.4185116,0.84074354,0.5504277,0.5590349,-0.006690562,1.8079028,-0.5417199,-0.17132553,-1.7976266,-1.0682745,0.22929554,0.1029785,0.9928152,-0.15427151,1.1053191,2.2298672,0.29209495,0.61118186,-0.53532344
Hs 739.T,0.37271935,-1.3945789,-0.6937493,-0.3626414,-0.0620536,-2.7033672,2.323826,0.41417438,0.8490244,1.2017635,1.1502185,-1.802372,-3.0781584,0.37993956,-0.32023263,-1.7142526,1.9379437,0.7937127,-0.123350054
Hs 888.T,0.12997106,-1.6652396,-0.53534573,-0.5756174,-0.1033296,-2.8713202,2.2022862,0.2020156,0.5273016,1.5110227,1.0098689,-1.8250849,-3.3950021,0.40712142,-0.20270771,-1.8576696,1.7378333,0.5479834,0.3259472
HCC2279,0.16224422,-1.0207883,-0.17169884,-0.79550236,-0.2242119,-0.7379292,1.0141981,-0.109715134,-0.018367432,0.4792144,-0.0346514,-0.4906444,-1.0366594,0.36758643,-0.24431649,-0.25897008,0.16284227,0.15472913,-0.040145356
NCI-H2228,-0.22125773,-0.83520633,-0.065740466,-0.54378086,-0.15654197,-0.69188035,0.893802,0.14750315,0.047390368,0.0987407,-0.04037018,-0.48152214,-0.6988478,-0.037493482,-0.3877756,-0.14327966,0.14535071,-0.2710185,0.20748925
Panc 05.04,-0.21907866,0.469454,-0.29770643,0.4544385,0.116805345,0.8527698,-0.19616944,-0.33977807,-0.39979035,0.4612664,-1.5796436,-0.9200157,0.59160006,-0.74314725,-1.1153083,0.076778084,-0.14378963,-0.02607653,-0.27922246
L-363,-0.5189677,0.95432675,0.7986038,-0.59413385,0.9428537,2.9119859,1.137389,1.8061742,-0.8203887,-4.0865645,-0.32675254,2.7667756,1.3885448,-1.3366826,-1.1863157,3.7301311,-2.7021372,-0.7576016,0.047998443
HCC1438,-0.21976373,-0.51926696,0.22158453,-0.5734818,-0.2544061,-0.5096782,0.67926323,0.15909952,-0.15191643,0.027431227,0.06725665,-0.2522912,-0.5286275,-0.004485648,-0.17431311,-0.055133753,-0.08638388,-0.03305819,0.3220358
KP-3,0.058095917,-0.10767482,-0.3291664,-0.03601472,0.1331946,0.18886656,0.35673863,-0.15280448,-0.25877258,0.27303556,-0.56837463,-0.5296198,-0.14338702,-0.36976185,-0.56612504,0.05997118,-0.08853096,0.23802339,-0.17196912
NCI-H2172,0.18253097,-0.3429005,-0.047544524,-0.10765738,-0.0007677004,-0.55065686,0.24314505,-0.0495946,-0.029369578,0.37669477,0.034568682,-0.38031068,-0.46400627,0.12778074,0.108883284,-0.11409513,0.16825718,0.33500344,0.121095
M-07e,1.6980197,1.0075817,0.6086327,0.6947467,-0.07748479,2.2332916,-0.72425294,-0.1554496,-2.1303813,-1.4791641,0.21610384,0.50805974,1.2019107,-0.48484674,1.2807205,2.6828313,0.32754517,0.45589453,-0.426549
COV644,-0.037463278,0.68488854,-0.3157072,0.7868794,0.25139415,0.042330876,-0.57251,-0.9400929,-0.26621842,0.79296935,-1.3456405,-1.301703,0.2173044,-0.53235877,-0.35271376,-0.16978176,0.47597098,0.3193583,0.07609615
DMS 454,0.46662474,1.6313479,0.15414849,3.0482788,1.471786,-0.68303657,0.37597084,1.0994749,1.7329584,-0.37833953,-0.28976923,-1.1843295,0.5629802,0.10004641,-0.67799026,-0.42803922,0.42287815,1.1523191,-0.23839454
EBC-1,-0.5716742,-0.104439795,0.21137439,0.21522763,-0.119629435,0.16639954,0.2724478,-0.08213118,-0.31562412,-0.19264008,-0.7159083,-0.1297015,0.4039604,-0.4020861,-0.67400026,0.24025875,-0.13080616,-0.7419786,0.174957
CL-34,1.287322,2.7464232,0.30793434,3.7933218,0.2688762,-1.0646055,-1.8044409,-0.71952,-0.17813897,2.536434,-1.1742966,-2.5663557,1.2134466,-0.14564607,-0.4931364,-0.5179157,2.287315,1.6597362,-0.023281708
MEC-2,-3.1913996,1.6104568,2.2737756,-1.9972279,2.464238,6.4559317,3.225731,5.4526424,-1.6148529,-11.440275,-1.2198576,6.5333,3.3784127,-3.3073912,-3.5873961,8.276867,-7.6564374,-3.2653115,-0.25396723
Hs 343.T,0.5079471,-1.5989316,-0.7753107,-0.27028796,-0.1996285,-3.1158617,2.428978,0.33954287,0.7302345,1.6182239,1.2033619,-2.0547538,-3.4892588,0.52652025,-0.07541402,-1.9988797,2.308213,0.80440295,0.08880687
AMO1,-1.111966,1.249938,0.8629519,-1.1643543,1.4189192,3.6075726,1.2662272,2.5179055,-0.98185456,-5.4976006,-0.4174425,3.4842646,1.952791,-1.8418293,-1.7044809,4.9543076,-3.7481298,-1.4111764,-0.15063952
WM88,-0.2683742,-0.92475283,0.2035363,-1.6146138,0.10435839,0.03394998,1.231526,-0.1306672,-0.04302018,0.17414173,0.028072834,0.0818466,-1.565146,0.7170073,-0.4713196,-0.29897583,-0.6822777,-0.086259894,0.17046387
8-MG-BA,0.03861177,-0.7476795,0.3702142,-1.1365651,-0.12515947,-0.5322075,1.0698873,0.61034894,-0.08821453,-0.37640598,0.48725396,0.2102421,-0.96486723,0.24846855,-0.27619052,0.059197348,-0.5482041,-0.20295395,0.11708324
RCC4,0.48979554,-0.5784433,-0.77929294,0.23248494,-0.008971766,-2.2330525,0.6009161,-0.40036964,0.41992515,1.9392657,-0.41103393,-2.739495,-1.5593212,0.23914361,0.23193502,-1.8821524,1.9982762,1.6013901,0.17565951
RL95-2,-0.11062447,0.37791872,0.08922361,0.38432473,0.024418086,0.3099142,-1.2167311,-1.517665,-1.3434061,0.9682791,-1.5118132,-1.3344045,0.70422006,-0.4723639,-0.18369734,-0.4250325,0.9276959,-0.21330786,0.65726006
A2780,-0.084207505,-0.089063324,-0.14556573,-0.2547831,0.3163956,0.48227412,0.65978205,0.5202607,-0.25362444,-0.9161344,-0.060521886,0.6623577,-0.50663435,0.039498445,-0.5760229,0.45318305,-0.57979006,-0.05808763,0.2839168
MDA-MB-468,0.23109312,1.1759933,-0.09085356,1.3889548,0.15849918,-0.18973723,-1.0014143,-1.1269699,-0.50902593,1.3624078,-1.0618899,-1.6910353,0.44833636,-0.4057085,-0.52731663,-0.5491977,1.2723496,0.13664201,0.31294772
MHH-CALL-2,-1.3309387,1.8343079,1.861747,-2.1716104,1.4524703,7.194572,2.1173258,3.7018573,-1.6137908,-9.610026,-0.6497139,5.9383454,3.7349417,-3.4348583,-2.218081,8.481855,-6.7273855,-2.4793806,-0.7409009
MOG-G-CCM,0.15344143,-1.2973104,-0.22505513,-1.2724051,-0.21560267,-0.8206372,1.8668295,0.60739386,0.36032236,0.053248398,0.68238914,-0.20505886,-1.661451,0.42432332,-0.7688654,-0.38884765,-0.11151155,0.28230008,-0.27231103
KMBC-2,0.5824953,0.90472674,-0.44802445,0.87643963,0.4123114,0.85805273,-0.7945622,-0.44478577,-0.6032245,0.6581638,-1.1748978,-0.6054536,0.9187807,-0.8517453,-0.5896016,0.26418918,0.2529949,0.3521896,-0.50144213
G-361,-0.5147453,-0.8921584,0.38892937,-1.6444993,0.021507837,-0.21307465,1.1791699,0.034111902,-0.48639268,-0.122438245,0.03193871,0.42666495,-1.1743088,0.89085233,-0.29432112,-0.23665124,-0.7698099,-0.33017135,0.5126754
NCI-H650,0.002418641,-0.50911945,-0.17683424,-0.5480048,-0.15302426,0.0046108514,1.0308632,0.3930208,-0.078550085,-0.2603202,0.17770085,0.18163817,-0.6659697,-0.02920603,-0.21523361,0.06457363,-0.30591184,0.030055754,-0.18221204
DND-41,-1.4093348,1.231555,1.4332507,-1.5099958,0.960825,5.093693,1.90559,3.630794,-1.8744861,-7.4487205,-0.21083102,4.5908346,2.6664429,-2.3072982,-1.574427,6.138057,-4.858992,-1.669819,-0.78453
THP-1,-0.0965849,0.73644024,0.18087104,-0.14022335,0.30559546,2.0027857,0.6228516,0.67967314,-2.0347223,-2.5738533,-0.5680877,1.1135559,0.96126086,-0.6401762,-0.11781219,2.1883202,-0.6788194,-0.24626394,-0.07973872
LC-1/sq-SF,0.3296348,-0.1501174,0.37446827,0.16871269,0.060199924,-0.6674098,0.018735426,-0.204543,-0.32602245,0.07957898,-0.16299757,-0.23195656,-0.252274,-0.20487425,0.03611386,-0.16332215,0.50289106,-0.21037515,0.39498466
RERF-LC-MS,0.16960067,-0.831855,-0.15419343,-0.8296762,-0.16884665,-0.3752445,0.93639004,0.20975427,-0.17854092,0.14850053,0.16569197,-0.10253388,-0.84392345,0.072956845,-0.28251895,-0.09479764,-0.027609633,0.10523822,-0.088783026
Hs 936.T,-0.2676217,-0.8605406,0.021579817,-1.3082753,0.1174737,0.045897648,0.79801613,0.087822594,-0.12163579,0.014822863,0.017267084,0.196034,-1.0593946,0.5365255,-0.41381574,-0.2751911,-0.6671208,-0.17105806,0.30755505
OVCAR-4,0.14008828,-0.2834639,-0.75926673,0.23454186,0.5504237,-0.57270086,0.063227735,-0.8574637,-0.57880914,0.8466712,-1.1237915,-1.2622118,-0.14573222,-0.24114008,-0.23560807,-0.7716135,0.6502992,0.5515877,0.27117518
KP-4,0.03516534,-0.38087147,-0.20537223,-0.29325977,-0.1514423,0.050159033,0.4622445,0.12274095,-0.10959786,-0.11879821,0.13478811,0.19097105,-0.4756388,0.009646878,-0.22049099,0.28733066,-0.17949153,0.064333394,-0.08330539
U-138MG,0.100674555,-1.5326313,-0.31428233,-1.1398399,-0.48723665,-1.6340047,2.1846561,0.583383,0.5054262,0.599612,0.966486,-0.7490251,-2.672576,0.32010382,-0.43565008,-0.9585321,0.5705227,0.25266296,0.024248183
639V,0.09366599,-0.18778992,-0.0459124,-0.43695423,-0.27458727,-0.14375567,0.57315636,0.19841701,-0.241928,-0.19846916,0.22339079,0.23228264,-0.36671215,0.045686923,-0.010897554,0.15691686,-0.21661898,0.07534033,-0.05983953
NCI-H2009,-0.12054947,-0.18158583,-0.027985,0.0712426,-0.045226566,-4.2691827e-05,0.33839765,-0.32922846,-0.21161811,0.36464617,-0.7442959,-0.5468282,-0.073175564,-0.108947106,-0.29038227,0.021552652,0.14666495,-0.13545452,0.1623245
PrEC LH,0.8464575,-0.2586664,-1.2599952,0.9688679,0.596395,-1.9628489,0.16062175,-0.74151623,0.59280384,1.9545248,-0.5277555,-2.3691792,-1.1835164,0.13636443,0.150361,-1.4629269,1.650146,1.2461869,-0.2691341
SNU-1066,0.39337188,0.4050091,-0.85188365,0.8975655,0.34736738,-0.21356507,-0.5331552,-0.9332744,-0.2678833,1.2492801,-1.1772169,-1.4371517,-0.09527266,-0.6401905,-0.232715,-0.3794555,1.0445497,0.273876,-0.15157288
KMS-12-BM,-1.4784926,1.1590209,1.1943002,-0.7317614,1.4114956,3.8715284,1.42581,2.823122,-0.88422954,-6.061564,-0.7129375,3.5512462,2.1158066,-2.0960398,-1.4499629,5.061494,-3.9415886,-1.6504371,-0.45014405
8505C,0.051333144,-1.0650975,-0.068402246,-0.99569225,-0.46623194,-0.6855389,1.3542521,0.37472603,-0.04459235,0.12888807,0.057013094,-0.11468309,-1.2403879,0.11239661,-0.18587902,-0.12867978,0.0007670224,0.19460031,-0.08407274
Mel Ho,-0.3234511,-0.8984224,0.16932347,-1.5838709,0.08453554,-0.026679166,1.0295815,0.21173556,-0.19039014,0.044113114,0.11976577,0.22192624,-1.3455884,0.77947617,-0.52481747,-0.3068035,-0.70724356,-0.16793159,0.30082333
Panc 10.05,0.14948858,0.28105566,-0.33374563,0.1703821,0.009498075,0.7480999,-0.1597096,-0.29062995,-0.1629003,0.40112513,-0.9686285,-0.41801265,0.4000994,-0.20220563,-0.6001275,0.40081263,-0.2720148,0.3406005,-0.4605602
COLO 741,-0.22255658,-0.83334714,0.08367457,-1.4813263,0.1665735,-0.29901457,0.9282483,0.059555076,-0.3064045,0.07626254,0.029937098,0.2849878,-1.1220275,0.84773314,-0.24072437,-0.43236583,-0.64549494,-0.15212466,0.39782524
