,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79
NCI-H684,-0.37911782,0.2873936,0.8736539,0.75553095,0.022735976,0.6251686,-0.36529887,-0.6029514,0.80211496,-0.18803528,-0.23083358,0.75879055,0.23681603,-0.23861475,0.67686784,0.76292783,-0.5437258,0.56367064,-0.09523151,-0.28418618,-0.17795195,-0.65999544,-0.44023427,-0.06497242,-0.7301241,-0.52669805,-0.9081538,-0.08668821,0.33919364,-0.0071203928,1.5457803,0.55023944,-0.44372377,-0.31928253,0.5444128,0.35551387,0.40780354,0.8506297,0.8326232,-0.72061294,-0.13955095,-0.28585917,-0.46821678,0.37384608,0.6632447,-0.34065768,-1.2190464,0.50721556,0.90531504,-0.61344796,-1.0394857,0.6369902,0.5939493,-0.36316875,0.038770996,-0.33716306,-0.6682629,0.28987408,-0.119118914,0.21802698,-0.04375599,-0.5761746,-0.9332763,-0.79851097,0.40070763,0.58834034,0.12099973,-0.041500263,0.4810758,-0.1045003,-0.036062367,-0.9568589,-0.7684985,-0.14335284,-0.45333993,0.89802885,-0.79580843,0.16694212,-0.5731092,0.15726508
OAW28,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
HSC-2,0.09849998,1.1535323,-0.42996967,0.898276,0.46010765,0.6810264,-1.3892082,0.42104688,0.21551977,0.04758734,-0.2781513,0.38519388,1.0203223,-0.076244794,-0.6731446,1.1999359,-0.029953288,0.7077567,0.43446022,-0.01947947,-0.1685498,-0.1347391,0.3270173,0.66690725,-0.39052215,-0.33621183,-1.787097,0.24599998,0.32206297,-0.21446188,1.4142839,1.2594483,0.13865468,0.41306558,-0.4172907,-1.0497088,-0.19138615,0.8501278,0.15723734,0.8030325,0.23538718,-0.94674325,-1.0190973,-0.23765399,0.654981,-0.1657776,0.3707316,0.6011256,-1.2878962,-0.34115818,-0.29248422,0.32694712,0.22057427,-0.84081554,0.40718216,-0.6399572,-1.325049,-0.29264638,-0.075745,-0.118831806,0.070223324,0.19900388,-1.0408539,-1.3821464,0.942826,-0.05380948,-0.59959644,0.63342935,-0.11387053,0.7424199,-0.2036124,-0.4358666,0.17434372,-1.3211128,-0.7569193,0.7955517,0.121462315,0.2543536,-1.8715614,0.1766042
Hs 611.T,0.09938307,1.2495644,-1.0492592,0.7561874,-1.4355131,1.2649472,-3.6797557,1.9862158,0.14185894,-0.38596046,-2.7254758,-0.08290631,3.717232,-2.32977,-2.3554842,1.1110178,2.4032347,-0.4889835,2.3834088,0.27558818,-1.4334433,0.5793036,2.725135,0.95012695,0.4127406,-0.24283287,-1.7133723,1.3074906,0.570863,-0.72886646,-0.7194816,0.36581993,2.5748165,0.83956224,-1.4318368,-1.4415314,2.0573277,0.48572063,-0.4973566,0.6218484,1.0261023,-1.1220803,0.8449356,-0.76860964,1.8514937,0.28349152,0.1278816,-0.8025207,-3.0623083,1.8009795,2.1746206,0.6978952,-0.7287019,-3.2380974,0.060713965,-0.30239564,0.03060953,0.34144902,-1.879986,-0.5512146,-0.7357826,1.71015,-0.76946235,-2.8233702,-0.1864411,0.03362584,1.0876148,-0.68652713,0.11583,0.99522793,0.3441438,0.6140236,0.28291243,-0.8050402,0.00019934961,1.6975752,1.9957479,0.45870748,-2.085959,1.2628219
HOS,-0.08765471,0.3963911,1.0239748,0.7363435,-0.28632095,0.22967415,-0.02410462,-1.0261756,0.57764065,0.30767414,0.122092746,1.1052985,-0.5529946,-0.2979056,0.6101107,0.23801845,-0.06545015,1.1110754,-0.09444964,-0.06655811,-0.8121283,-0.6929068,-0.46181437,-0.4533424,-0.59523165,0.058896404,-0.68163866,-0.18662216,-0.3900242,0.03033726,1.0345706,0.63640493,-0.25848046,-0.3964508,0.9321409,0.5770799,-0.84780353,-0.04919606,0.48107582,-0.784807,-0.58714473,-0.10714,-0.2747741,0.1803333,0.012626981,-0.81829077,-0.68140584,0.5136478,0.009775772,-0.8835651,-0.70515835,0.070674,1.1900802,-0.21939608,-0.10372406,0.23591928,-0.7047566,0.5347523,-0.15312985,0.09498981,0.6645223,0.047154922,-0.65305835,-0.50830346,-0.23459414,-0.059905425,-0.062469903,-0.5552997,0.2856803,0.44120622,-0.58717257,0.07524762,-0.47022143,0.6595777,-0.73737925,1.2067287,-0.8412948,0.29096797,-0.14098671,-0.5361942
TEN,-0.40696228,0.9220418,0.8048208,1.0775366,0.29973513,0.6914181,-1.0378308,-0.280795,0.7694017,0.07273048,-0.4107866,0.69089705,-0.0051487344,-0.30508518,0.07304531,0.73062193,0.22258374,1.1442046,0.97686845,0.34343266,-0.41500986,-0.5013497,-0.12519218,-0.05973094,-0.8160379,0.12707987,-1.596256,-0.15663247,0.3579568,-0.08528977,1.150491,0.58920515,-0.30216348,-0.19171454,-0.31361213,-0.22876734,-0.10575235,0.8507104,0.61923456,-0.44166514,-0.2311732,-0.8987421,-0.42447373,-0.29232922,0.6305536,0.1393942,-1.0029832,0.21039072,-0.44605786,-0.61948776,-0.8358133,0.31887951,0.8913129,-0.4146283,-0.019886293,-0.032404732,-1.1857932,0.17731272,-0.15625092,0.10798792,-0.18478887,0.13416736,-1.215699,-1.4795256,0.33430335,-0.14102781,-0.6232014,-0.06007397,0.48617136,0.9263751,-0.5013651,-0.19269016,-0.5740349,-0.2978137,-0.96657735,1.5364324,-0.6217693,0.23276804,-1.151328,-0.40175515
EWS-502,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
AMO1,-0.4318081,1.0722011,-0.13173197,1.1375664,-1.5776752,0.83509076,-4.0147367,1.0269041,0.6410888,-0.7787621,-2.2446666,0.05646646,3.3679435,-2.4197738,-1.245274,1.2366853,2.0813859,0.18875241,2.5835364,0.14331298,-1.1752377,0.51611936,2.2861319,0.7413344,-0.18537669,0.050945215,-2.367142,0.9836393,0.85023797,-0.622882,0.12378435,1.0002383,2.481933,0.52058876,-0.80655175,-1.1101058,1.664638,-0.074014954,0.5375565,0.10950946,1.033669,-1.0062996,1.4092153,-0.6490569,2.2776842,0.13820884,-0.21689694,-0.5336274,-2.4739902,0.94942373,1.3116254,0.308638,0.014423132,-3.0929446,-0.45556468,-0.10703099,-0.15051469,0.6200947,-1.9116131,-0.36285892,-0.5014979,1.3496786,-2.0181615,-2.9723668,-0.06453219,0.3001222,1.3181553,-0.8576722,-0.012906378,0.97323805,0.074061185,0.7512414,-0.22231027,-0.97075045,0.048449732,1.9109457,1.4648914,0.51444256,-2.30316,1.0664793
U266B1,-0.46337673,0.65218824,1.9839823,1.3954408,-0.4760683,0.34756643,0.0051226993,-1.8477999,1.4795239,0.5083803,0.488972,1.7619748,-0.875917,-0.549844,1.5082937,0.78351384,-0.40142012,2.2376466,-0.27306557,-0.111773044,-1.2955967,-1.3277069,-0.5861817,-1.4423902,-1.1692735,0.22360744,-1.5535483,-0.5092837,-0.56129205,-0.43710583,1.898586,1.0523093,-0.352602,-0.5033331,1.7133666,1.1505985,-1.1890161,-0.26444024,0.79827344,-2.041856,-0.7128105,0.20498496,-0.14149682,-0.004607938,0.30506745,-0.98751116,-1.1526146,0.46240512,-0.122627325,-1.3540399,-1.1689363,0.23760757,2.0523775,-0.012741648,-0.3252958,0.19773805,-1.1887561,0.5646789,-0.2888934,0.64662117,0.62075984,-0.13719533,-1.4768007,-0.8883861,-0.8086951,0.0960986,0.3198496,-1.0377412,0.45437413,0.7911736,-0.8884403,-0.07224895,-1.1276051,1.2250016,-1.060846,2.030502,-1.4900593,0.7134597,-0.35329732,-0.59444225
NCI-H1373,-0.3191303,1.339748,2.1235814,1.6614995,0.2596727,0.38378513,-0.78476954,-0.8186231,1.388484,0.0701642,0.6283401,1.3177297,-0.5499786,-0.6003663,0.5812146,1.1837443,-0.070190065,2.1628594,-0.10834921,0.23539262,-1.7162832,-1.1040294,0.24025257,-1.0740637,-0.69432133,0.5667443,-2.624083,-0.9705637,-0.15732326,-0.6478156,1.8425696,1.4898872,-0.39364842,-0.045999113,0.053508047,0.13515098,-0.6864388,0.1268178,0.65202945,-1.0416571,-0.15699571,-0.7144984,-0.53743464,-0.37740844,0.7872678,0.16916634,-1.4149457,0.84467304,-1.1045494,-1.3927737,-1.2191597,0.30856034,2.2847867,-0.6359833,-0.022920603,-0.3449901,-1.9431274,0.95010275,-0.64571244,0.82182616,0.82554024,-0.5849184,-2.360904,-1.1235162,0.058446687,0.43227845,-0.26619115,-0.87766826,0.4455782,0.71554637,-1.3670701,-0.24316548,-1.0248308,-0.19100966,-1.0713675,1.9795552,-1.5770885,1.3275456,-1.0716221,-1.0400527
RERF-GC-1B,0.13714813,0.5506399,0.21227543,0.6833567,0.24002625,1.1142769,-0.200562,0.065675884,-0.14300312,0.44153062,-0.41174513,0.6806399,0.67901236,-0.12569512,-0.33775225,-0.0356183,0.25612518,0.14906022,-0.30968475,-0.3617927,-0.45078462,-0.28871843,-0.010278906,-0.07843313,-0.1595725,-0.7892241,-0.5776278,0.10363494,-0.43646622,-0.12852512,0.9801887,0.60930365,-0.5819021,-0.18212876,-0.11039746,0.09006083,0.5358703,1.2373335,0.053082455,0.16786164,-0.81046754,-0.41987643,-1.2039673,0.2629282,0.39138696,-0.40226227,-0.16059475,0.3761592,-0.5192506,-0.16940638,-0.13966347,1.0792232,0.26395312,-0.9159694,0.37918663,-0.88798845,-1.1147386,-0.3061742,-0.1626523,-0.00021047355,0.29537234,-0.23190415,-0.28228208,-0.9874078,0.15180486,-0.045381036,-0.44122973,0.76638675,0.47540176,0.12777945,-0.45785153,-0.95231164,-0.043112256,-0.79642093,-0.8434139,0.6739429,-0.22106877,0.32859898,-0.27571404,0.40119925
Hs 571.T,0.36881185,0.5940021,-0.40003636,0.4028523,0.014754924,0.7770136,-0.20111693,0.22378713,-0.048053432,0.57055503,-0.36537132,0.4715718,0.4524857,-0.09344276,-0.2673649,0.24755034,0.1694999,-0.032778136,-0.20872499,-0.20162022,-0.32744727,-0.14519697,0.1409316,0.15322,-0.18488055,-0.6360133,-0.19251874,0.11739795,-0.35309908,0.082379155,0.5932263,0.3072733,-0.36554873,0.06517674,0.15460889,-0.03942959,0.39270464,1.0881852,-0.15265055,0.14191023,-0.43026057,-0.39017585,-1.173704,0.17073138,0.087364435,-0.7227833,0.0863989,0.13674302,-0.29419807,0.1935098,0.022742903,0.5424622,-0.030258887,-0.53384864,0.46145657,-0.47372115,-0.56247115,-0.42389634,-0.040643375,-0.2512879,0.079798155,0.18394351,0.15583381,-0.58381546,0.2846798,-0.20950983,-0.26112285,0.4891735,0.2619329,0.27580944,-0.08511844,-0.6169111,0.23438314,-0.26370838,-0.5637269,0.5388878,-0.048746847,0.039643206,-0.2281339,0.31647983
SU-DHL-4,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
JHOM-2B,-0.11561538,0.3000662,0.49775165,0.4984482,-0.3955382,0.20430969,-0.20938726,-0.6241739,0.46199667,0.17943296,0.05562545,0.7621857,-0.403605,-0.26061857,0.47530168,0.2884995,0.042587392,0.5149387,0.18761545,-0.083185695,-0.43720508,-0.27804288,-0.35926718,-0.15141223,-0.63539386,0.0019648427,-0.57350004,-0.32618782,-0.06983365,0.059380297,0.9282714,0.7578656,-0.2132831,-0.14821084,0.5689956,0.40165114,-0.42608657,0.24934345,0.45939973,-0.45274234,-0.2517975,-0.13451067,-0.16102996,0.09165231,0.21908219,-0.477553,-0.46993533,0.29066086,-0.03392034,-0.7699126,-0.604609,0.10144209,0.84572124,-0.24927486,0.0078004836,-0.10973252,-0.28385547,0.006303395,0.015382053,-0.15578826,0.34527487,-0.050803475,-0.42616537,-0.6985321,-0.05358596,-0.11064786,-0.004197147,-0.2043106,0.042232107,0.11919516,-0.28702596,-0.20640008,-0.30433547,0.25393382,-0.65220696,0.8197493,-0.6984946,0.123716675,-0.16869971,-0.223397
RPMI-8402,0.33464578,1.003816,-0.19279787,0.8704625,0.5071403,1.1140478,-0.93146217,0.47626302,0.14904591,0.3170028,-0.7079,0.408031,0.9637497,-0.025400493,-0.866229,0.90457034,0.44353154,0.033987503,0.23278184,-0.1238274,-0.42986077,-0.43509027,0.52043766,0.092795335,0.040670037,-0.6709427,-1.3431879,0.30877858,-0.14452581,-0.1935348,0.8392972,0.25025883,-0.17168844,0.2073854,-0.40161797,-0.7617789,0.46924484,1.3217152,-0.34280732,0.14343809,-0.15038207,-0.9109574,-1.1005917,-0.080151886,0.37813926,0.08887768,-0.23297058,0.68404204,-0.71915513,-0.06861029,0.07332868,0.50402075,0.3309401,-0.58015156,0.33138606,-0.20646314,-1.1714789,0.13196193,-0.4291528,-0.21109848,-0.0051592705,0.35014218,-0.6596458,-0.8246693,0.5132486,0.08450004,-0.5413998,0.24799262,0.28527224,0.20186453,-0.03605741,-0.76359564,-0.14671685,-0.54519504,-0.8065826,0.82955515,0.2538405,0.108586736,-1.1173394,0.30692872
EFE-184,0.11903769,0.49014747,-0.16412482,0.41637397,-0.0016410332,0.9445456,-0.13524428,0.4889641,-0.32196474,0.15776794,-0.47582284,0.44693232,0.50428903,-0.12647712,-0.69817984,-0.024288837,0.25205395,0.018164892,-0.24457048,0.108599216,-0.18570878,-0.1574521,-0.04292981,0.15254155,0.22555847,-0.31196642,-0.2642528,0.09339581,-0.31177926,-0.26078695,0.4734772,0.15675552,-0.28799173,-0.13282205,-0.24953376,-0.072534256,0.3534308,0.8664598,-0.23769361,0.11242205,-0.5155794,-0.3509564,-0.95089823,-0.10852599,0.29381597,-0.3513429,0.101423256,0.1638503,-0.4671017,-0.36149675,0.03768335,0.7732231,-0.04469841,-0.8071854,0.25258893,-0.58456254,-0.5966961,-0.15188614,-0.12130151,-0.015295948,0.23222558,-0.06489963,0.1920597,-0.5357554,0.10510505,-0.13016146,-0.18297975,0.42103913,0.41050586,-0.18073677,-0.23703986,-0.7831013,0.065750785,-0.50789887,-0.64214987,0.48889792,-0.12429989,0.20213695,-0.21211682,0.23233691
UACC-257,-0.36693394,1.0161209,0.22492874,1.1187658,-1.6041387,0.8619742,-3.7533436,0.71496683,0.8308707,-0.49331984,-2.2404008,0.4414153,3.0358653,-2.4961638,-1.2523901,1.1406374,2.2803936,0.18962868,2.7146347,-0.076369226,-1.8082767,0.31519136,2.2575874,0.4145198,-0.4229037,-0.08211244,-2.407728,0.8741438,0.72944164,-0.61960363,0.12227467,1.2689612,2.4331717,0.576868,-0.8783137,-0.83785546,1.4209759,0.017752726,0.4054697,0.08263531,0.9096768,-0.93533516,1.6045401,-0.47623464,2.0807824,0.47780284,-0.69047076,-0.4362939,-2.8541791,1.0296474,1.3699219,0.56287503,0.4559295,-3.0623076,-0.2663443,-0.24183245,-0.20881687,0.6173607,-1.8653113,-0.4406296,-0.40715924,1.3083981,-1.825803,-3.3897395,-0.47800726,0.21726829,1.0862907,-1.0346634,-0.038974684,1.1471303,-0.07857543,0.8553238,-0.36466932,-0.57592005,-0.28954455,2.163481,1.2492315,0.6692431,-2.0901222,0.8918072
GDM-1,0.09938307,1.2495644,-1.0492592,0.7561874,-1.4355131,1.2649472,-3.6797557,1.9862158,0.14185894,-0.38596046,-2.7254758,-0.08290631,3.717232,-2.32977,-2.3554842,1.1110178,2.4032347,-0.4889835,2.3834088,0.27558818,-1.4334433,0.5793036,2.725135,0.95012695,0.4127406,-0.24283287,-1.7133723,1.3074906,0.570863,-0.72886646,-0.7194816,0.36581993,2.5748165,0.83956224,-1.4318368,-1.4415314,2.0573277,0.48572063,-0.4973566,0.6218484,1.0261023,-1.1220803,0.8449356,-0.76860964,1.8514937,0.28349152,0.1278816,-0.8025207,-3.0623083,1.8009795,2.1746206,0.6978952,-0.7287019,-3.2380974,0.060713965,-0.30239564,0.03060953,0.34144902,-1.879986,-0.5512146,-0.7357826,1.71015,-0.76946235,-2.8233702,-0.1864411,0.03362584,1.0876148,-0.68652713,0.11583,0.99522793,0.3441438,0.6140236,0.28291243,-0.8050402,0.00019934961,1.6975752,1.9957479,0.45870748,-2.085959,1.2628219
KP-N-SI9s,-0.29869324,1.0991529,-0.095159315,0.8850124,-1.574071,0.82692504,-3.7228744,1.1152653,0.78045404,-0.6496972,-2.4733233,0.10107515,3.078807,-2.4054322,-1.4505253,1.2120986,2.1297607,0.043899685,2.6336544,0.2833771,-1.5338082,0.49505794,2.4062634,0.61774474,-0.09984391,0.13962972,-2.0525024,0.8570149,0.830753,-0.5983026,-0.3103567,0.8279577,2.4580421,0.57773185,-1.0781763,-1.0195606,1.8907329,0.04374664,0.16773652,-0.018386547,1.1170366,-1.0330813,1.4527966,-0.67262983,2.0694008,0.32975835,-0.6200932,-0.6281954,-2.5180793,1.361726,1.4471232,0.42278817,-0.06872365,-3.0082562,-0.25541848,-0.0135712195,0.11649565,0.65005404,-1.9159906,-0.34949195,-0.64337385,1.3791875,-1.5163587,-2.93782,-0.16506565,0.28747287,1.273597,-1.0145127,0.11830327,1.0199039,0.15162225,0.7826226,-0.24265346,-0.48629972,0.06856514,1.9492769,1.3682427,0.6183665,-1.9969172,0.71735394
LN-340,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
NCI-H1339,-0.28906512,2.041335,1.5304188,2.0890856,0.65360826,0.5766262,-1.4562907,-0.53761464,1.7718142,0.01866846,0.46316668,1.0148295,-0.10956567,-0.66735935,0.027138589,2.3763897,0.21846695,2.3111768,1.0268855,0.51496434,-2.4205844,-1.1815867,0.94911146,-1.2613425,-0.65631384,0.6427541,-3.9852958,-0.72484696,0.20066175,-0.7819332,1.9594,1.8437535,0.26264143,0.6027532,-0.6530868,-0.86781883,-0.96807003,0.3041633,0.66665107,-0.5969524,0.4625798,-1.34872,-0.47175595,-0.8710618,0.9886013,0.57141954,-1.5236107,1.2232774,-2.3548198,-1.0581145,-1.2356509,-0.02200194,2.7421117,-0.395135,0.07628891,0.000108493296,-2.5561802,1.0635592,-0.72341645,0.64909685,0.24508487,-0.094607756,-3.2644756,-1.7413361,0.37678343,0.5044691,-0.82874024,-0.85676557,0.12607847,1.4602089,-1.6118726,0.23201618,-1.3277171,-0.75363714,-1.1639428,2.3320415,-1.0951445,1.2071973,-2.5161612,-1.1321193
HSC-4,0.104158685,1.9566579,-0.56970686,1.1909704,1.0097567,1.1626015,-1.7471169,0.8673036,0.70177394,-0.055676743,-0.763314,0.16987881,1.2004107,-0.13911425,-1.4929553,2.1939335,0.33340913,0.77982885,1.4974847,0.47465163,-1.2641939,-0.27487165,1.0620089,0.24341604,-0.12177409,-0.13621645,-3.0168588,0.28233033,0.66122127,-0.4821296,1.2724545,1.516935,0.6828601,0.93779653,-1.6417028,-1.8185728,-0.04983848,1.2396781,-0.12454326,1.0635514,0.73045546,-1.6475452,-1.009447,-0.8725759,0.8423421,0.6731867,-0.36908767,0.9590659,-2.6771615,0.04999426,-0.31302756,0.5090034,0.7326017,-0.73673534,0.59109974,-0.48918515,-1.9063323,-0.048292223,-0.22853185,0.05665928,-0.5793835,0.43548015,-1.5935388,-2.1554775,1.0843426,0.15992014,-1.2632859,0.5263943,-0.1507734,1.3341254,-0.5750419,-0.20143673,-0.3080503,-1.7169642,-0.93410105,1.2447971,0.29686686,0.35254967,-2.915941,-0.2574084
NCI-H929,0.025240975,1.1316155,-0.8538011,0.91902924,-1.362351,1.3053108,-3.7009516,1.7512175,0.08335057,-0.33415177,-2.6805174,0.083184965,3.9149463,-2.3518045,-2.3653882,1.0019103,2.4635293,-0.3757529,2.404777,0.040920384,-1.5240084,0.47729632,2.6679232,0.8310964,0.29284105,-0.43134463,-1.9152931,1.3764899,0.48683771,-0.78164136,-0.50800097,0.5919493,2.4466567,0.7734212,-1.4506506,-1.4556016,2.0034091,0.5404257,-0.3650415,0.7040894,0.8537698,-1.1119827,0.91428167,-0.55871737,1.9612051,0.3588511,0.108845495,-0.6370083,-3.192457,1.7938722,2.1517646,0.83618754,-0.5723386,-3.3987617,0.09388175,-0.42887574,-0.2864169,0.35823274,-1.9312894,-0.6349905,-0.59293306,1.5776454,-1.0566612,-3.0369046,-0.24302946,0.04356635,0.96408975,-0.4382166,0.17791185,1.0468215,0.17559883,0.550756,0.1645813,-1.0200785,-0.17476556,1.7742023,2.0333166,0.633043,-2.2274554,1.3403618
FU-OV-1,-0.08765471,0.3963911,1.0239748,0.7363435,-0.28632095,0.22967415,-0.02410462,-1.0261756,0.57764065,0.30767414,0.122092746,1.1052985,-0.5529946,-0.2979056,0.6101107,0.23801845,-0.06545015,1.1110754,-0.09444964,-0.06655811,-0.8121283,-0.6929068,-0.46181437,-0.4533424,-0.59523165,0.058896404,-0.68163866,-0.18662216,-0.3900242,0.03033726,1.0345706,0.63640493,-0.25848046,-0.3964508,0.9321409,0.5770799,-0.84780353,-0.04919606,0.48107582,-0.784807,-0.58714473,-0.10714,-0.2747741,0.1803333,0.012626981,-0.81829077,-0.68140584,0.5136478,0.009775772,-0.8835651,-0.70515835,0.070674,1.1900802,-0.21939608,-0.10372406,0.23591928,-0.7047566,0.5347523,-0.15312985,0.09498981,0.6645223,0.047154922,-0.65305835,-0.50830346,-0.23459414,-0.059905425,-0.062469903,-0.5552997,0.2856803,0.44120622,-0.58717257,0.07524762,-0.47022143,0.6595777,-0.73737925,1.2067287,-0.8412948,0.29096797,-0.14098671,-0.5361942
OCI-AML-5,-0.39794612,1.2034428,0.51912135,1.4463735,-1.5716879,0.8551407,-3.8387272,0.4596026,0.86565787,-0.5459525,-1.9902352,0.57382864,2.9778984,-2.5257578,-0.90242624,1.2238507,2.063687,0.8173874,2.3610835,0.034862053,-1.7340648,0.023396168,2.09212,0.3552096,-0.34837493,0.07464696,-2.6285853,1.071335,0.5127613,-0.62045115,0.4512341,1.0936517,2.5400255,0.33762595,-0.22473015,-0.7389015,0.8270827,-0.45325366,0.6646507,-0.20377417,0.66329455,-0.8912806,1.3778692,-0.5738727,1.9728993,-0.12984402,-0.4797089,-0.28425133,-2.6362462,0.5107998,1.1567307,0.2796644,0.7270718,-2.9564528,-0.6111829,0.13683927,-0.5797018,1.0990664,-1.9781424,-0.11944257,-0.08888525,1.5093522,-2.2673008,-3.0205233,-0.50189394,0.27071962,1.1961021,-1.4771218,0.011182087,1.3708818,-0.2877382,1.168858,-0.39188114,-0.43968892,-0.21986729,2.4355023,1.1655111,0.5582347,-2.2271552,0.85059524
L3.3,-0.55034715,1.0725623,0.095074505,0.9951715,-1.5436313,0.84475005,-3.691788,1.0538983,1.0941577,-0.7590739,-2.5330625,0.2367297,3.2661297,-2.4119287,-1.1547968,1.5531137,1.8633809,0.24973258,2.6020627,0.2303896,-1.6568943,0.3518578,2.311898,0.4716937,-0.41789228,-0.029412167,-2.2929697,0.9367016,0.9753079,-0.5891492,0.050248906,0.90954053,2.3651109,0.5614283,-0.83375657,-0.9593396,1.9454448,0.16827218,0.49890944,-0.22109532,1.0797651,-1.0067061,1.5622133,-0.7392994,2.1768436,0.4567976,-0.87971234,-0.55175567,-2.4083753,1.3618233,1.1323031,0.64149696,0.05542746,-2.8982255,-0.2622311,-0.124928005,0.059907053,0.49795017,-1.7899215,-0.20239621,-0.8372571,1.3347257,-1.7810434,-3.2131934,-0.13278066,0.37903568,1.320877,-0.85762286,0.113107115,1.1485896,0.1507401,0.49582475,-0.47110388,-0.4923047,0.08804708,2.1012275,1.2413344,0.46398345,-2.2275233,0.8382585
