,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36
KMS-11,13.905547,96.29936,-81.01268,-24.759468,134.07825,29.410143,-89.58254,22.62593,-53.933685,-153.41217,61.50672,-66.26628,127.07631,120.55192,-18.524239,-113.760506,-198.66962,52.03332,-115.34854,-0.6465976,144.18239,135.46204,-60.117092,-102.95815,-10.58994,-99.34504,-108.1285,85.02309,111.38991,7.2356887,17.073242,139.21898,113.706665,-80.51206,-32.495876,-137.84685,-153.82196
L-428,-0.2401653,119.73885,-96.059,-35.38527,168.09248,38.322006,-110.47165,20.736162,-56.987965,-192.0106,78.24521,-75.248634,155.96837,159.72975,-13.316024,-158.09523,-252.25093,50.26718,-151.8603,-18.173878,187.45274,164.53194,-68.127716,-122.17174,-14.034281,-113.21109,-120.26304,98.22195,141.73772,0.3319755,25.511162,174.16078,141.53734,-104.07902,-44.338768,-171.6293,-197.66948
NALM-6,127.707924,218.97194,-191.62619,-104.99649,305.88528,71.76313,-223.90022,-25.83456,-68.29766,-331.02203,144.47064,-205.06909,279.50174,268.64645,-0.45794314,-210.11186,-414.78287,104.855125,-137.4059,28.109745,333.56964,303.7819,-173.90956,-208.66675,-100.89579,-243.64862,-239.84158,190.08649,284.15463,71.72073,-8.144715,271.41528,283.17557,-194.52415,-128.61865,-275.66837,-323.29803
MeWo,0.48995653,114.94853,41.50736,-57.20783,40.323883,-13.723472,-46.91825,-7.1890254,-12.257857,-52.498764,-50.546997,-50.370815,74.008675,14.3694,26.114603,-73.76292,-85.05003,96.73208,-73.17751,-83.922585,41.77242,-19.689688,-11.3854065,-21.607521,-33.767883,-29.13039,-78.114204,35.858418,8.602389,-35.750927,87.87901,37.83685,-2.4011488,-32.314648,-68.56286,-81.17345,-68.97192
RCM-1 [Human rectum adenocarcinoma],-18.75171,108.092026,88.03824,-73.327194,102.05292,21.937958,-144.65186,-161.04063,158.87123,-118.70822,-189.45093,-73.950035,37.22047,138.97322,102.670105,-155.51741,-50.382698,95.26054,30.396093,-161.62828,78.58094,176.491,-63.22403,-105.77608,-146.8888,-82.02976,-106.77125,159.30037,189.03127,131.78438,-13.951207,10.286765,47.485363,-116.710304,-63.801273,-50.855705,-20.798529
MKN45,-29.164234,80.67071,46.381554,-59.60044,51.83016,-23.09116,-94.55843,-133.02707,112.125114,-94.43323,-179.55156,-59.774803,31.377281,86.113655,80.03077,-81.15155,-30.827774,80.53044,53.854374,-108.73129,32.24539,139.48059,-60.98112,-74.77463,-99.24959,-59.571846,-85.497925,144.12431,117.74515,104.89254,-6.0892653,12.008104,36.405975,-61.304287,-43.62742,-24.119968,-5.895635
AU565,5.622794,74.03865,87.678215,-53.121613,25.257381,12.446251,-75.17883,-120.51985,80.8729,-100.012146,-137.03238,-45.20725,5.700649,93.08825,76.319725,-65.22133,-39.852398,14.369662,64.42705,-111.263954,8.722793,143.7439,-73.9942,-74.56606,-84.630974,-66.25431,-68.01077,109.57524,102.53202,52.369553,-32.372704,-5.096768,26.132505,-53.28517,-24.334236,-2.5305772,-23.816103
Hs 766T,3.7096894,109.34685,109.088295,-23.536192,78.6529,44.966984,-114.78702,-78.17549,96.75909,-69.08151,-115.01929,-22.613684,18.214275,109.066376,102.63339,-118.838745,22.766644,69.319374,14.675041,-156.83704,52.437675,71.41988,-21.258904,-32.104263,-118.96398,-80.3125,-89.86842,102.45215,101.038315,58.49108,-2.6021643,-47.575512,-10.415486,-118.24686,-106.52356,-65.78377,-9.009648
Calu-1,30.975409,122.256134,111.762856,-17.321743,99.69977,77.32024,-124.61253,-37.452255,54.81188,-76.010574,-54.60417,-20.799011,40.32584,84.9276,115.36609,-107.04876,64.342995,62.65381,-4.1098514,-157.79605,73.21032,18.422455,-23.385075,-11.435558,-110.94849,-100.72064,-115.96053,70.63204,42.355705,40.52706,33.537804,-54.016594,-20.275337,-124.75414,-154.65193,-110.670364,-34.342724
NCI-H2087,-19.535118,60.78033,59.292004,-19.576694,19.750423,9.763136,-65.00905,-88.50365,70.05384,-59.763763,-140.8708,-20.104494,6.607658,64.22436,65.655014,-48.00032,18.608418,34.148846,62.80613,-96.53604,-1.015778,87.608246,-44.047718,-38.779625,-77.15185,-45.800762,-68.08984,101.18007,59.81773,64.25035,-11.034594,-22.449686,2.4965305,-40.534412,-34.779556,-15.108414,7.157499
NCI-H2342,-11.126738,82.25293,65.877396,-66.8146,32.650192,-7.6942244,-87.31849,-145.55576,85.21684,-96.48028,-186.71277,-67.6097,33.57435,87.137695,79.67171,-68.63238,-8.7296715,56.422974,75.86177,-121.752815,18.793303,146.26369,-76.32556,-83.21894,-100.784966,-62.026623,-96.95661,150.3385,87.721664,89.0466,-0.49330127,1.8347284,34.050407,-46.524296,-40.017483,-20.394764,-6.7393727
Hs 683,76.171,158.26227,137.52257,-25.361053,141.98177,113.57005,-164.2191,-7.941047,3.8900754,-126.4979,23.971375,-44.564213,69.96358,93.17739,152.88281,-123.89335,75.39923,49.347248,-42.287373,-182.24333,114.15197,-4.4788523,-48.49153,-28.82184,-108.83439,-149.11702,-152.16426,62.9751,4.057971,-0.3978665,62.15167,-48.83735,-8.059058,-173.21683,-212.67685,-180.11429,-97.481125
KMRC-2,24.37806,137.53493,75.51063,-4.405048,96.53236,92.05063,-121.03435,-40.519215,35.88563,-93.90111,-37.436604,-25.335966,67.71966,95.23711,108.74238,-105.075096,68.04031,65.50677,-11.098235,-145.13362,65.53563,16.905678,-23.96753,-9.956842,-88.91743,-96.80596,-124.22803,99.01684,6.9065547,23.548157,30.420465,-34.03247,-7.4578457,-111.34601,-155.73155,-114.20061,-37.695675
SW1573,9.7108555,65.804,30.711187,-32.641644,61.47684,24.08774,-59.89431,-15.729356,39.455578,-55.59834,-37.51151,-17.321062,35.171925,46.65783,42.09027,-57.050495,-23.978497,68.758415,-17.385866,-73.136375,53.39069,10.238484,-12.640338,-21.235144,-40.7275,-52.43307,-66.66115,40.310112,32.296276,36.23716,39.767845,3.8611205,0.38808525,-60.48728,-85.84418,-81.71898,-33.722813
HPAF-II,-28.780336,126.047035,115.23215,-54.828365,97.201355,36.27594,-159.31995,-175.72325,173.3603,-118.43155,-221.91724,-65.05047,28.190151,155.77614,129.97989,-163.46452,-10.079979,86.64764,59.881577,-195.0058,63.116966,185.7082,-66.15912,-96.15978,-170.09026,-92.60983,-118.29312,179.65536,185.08342,136.48836,-27.30448,-16.447086,34.236076,-131.40334,-78.835686,-44.225094,-7.0757146
OCI-AML-3,41.74353,256.67575,-181.65083,11.331021,303.9833,185.95155,-269.56033,-24.179737,-127.74989,-321.44336,191.03552,-175.29442,264.605,335.96945,1.5647073,-329.89096,-377.56894,113.95782,-264.26535,-98.3002,306.98068,278.0494,-100.145386,-216.10345,-34.728683,-180.55261,-179.8897,183.6392,199.54456,-56.702263,-12.658389,281.6321,247.29353,-235.94164,-104.24482,-315.65472,-346.81952
HCC1195,-8.856305,82.93993,70.655754,-37.040356,40.986866,18.710186,-82.88604,-90.37297,64.67579,-86.05269,-130.23775,-37.321835,29.139532,77.24752,82.62477,-62.613243,8.681046,42.97708,56.551373,-113.92105,19.100817,99.16629,-58.224186,-51.867783,-87.41143,-70.09753,-89.324,113.883835,64.13737,58.054333,-1.2633342,-14.020261,15.4168625,-59.491863,-57.693863,-34.78299,-14.668404
BDCM,30.828508,200.59106,-159.56725,-52.39052,307.4209,116.39211,-214.38953,10.557692,-69.52744,-339.86914,142.10794,-155.45024,280.74536,305.9028,-29.357052,-306.41864,-416.9436,91.35216,-230.12144,-52.06671,342.35666,325.15594,-119.30951,-228.13538,-71.40619,-202.01616,-207.20882,208.18965,271.18176,15.262408,3.1138144,273.4949,268.03937,-176.94144,-78.49031,-268.9661,-321.26688
Capan-1,-13.332518,87.086464,94.09061,-44.674244,54.81353,29.501793,-105.43016,-137.56209,129.76038,-92.49187,-179.9083,-40.67762,11.572954,116.36825,91.1119,-107.68271,-14.472743,56.51148,63.217846,-144.70143,29.524061,141.98766,-52.26112,-72.76603,-118.97008,-65.50733,-83.36035,133.49219,134.68282,100.294075,-24.258223,-22.257095,19.26147,-82.41964,-51.99527,-19.690855,2.2778652
A-253,-34.92889,64.41643,72.77438,-33.9381,-11.103338,-49.56383,-55.903606,-111.68825,90.2815,-45.83537,-201.20206,-23.451107,-10.879438,57.795517,86.26634,-30.315243,43.537663,54.3117,65.36114,-116.47569,-31.969145,84.27366,-36.727333,-28.446491,-86.72531,-39.228127,-56.879433,129.44513,55.776672,54.7823,-9.089507,-52.352306,-10.398754,-39.3163,-46.367172,10.999133,33.35218
HCC1395,31.639217,106.63095,87.46237,-21.626898,71.223076,57.311165,-100.39955,-32.932987,20.962156,-85.12138,-45.786404,-30.399582,41.422314,61.847614,102.73328,-77.18889,51.45733,52.756947,-9.211686,-133.2009,46.733746,15.0761,-33.690224,-18.837315,-78.127365,-89.68611,-105.07888,73.82497,10.974001,10.087424,34.194847,-38.994858,-15.162021,-93.93189,-128.85579,-98.1779,-43.26537
NCI-N87,-19.020557,74.27263,82.30887,-61.842617,33.001987,-17.18577,-93.04111,-150.22638,132.47864,-89.83575,-205.56453,-48.86824,0.11518227,98.604164,92.53724,-79.48478,-10.804003,58.358566,73.0824,-129.37181,10.143702,153.2606,-65.5203,-77.06417,-115.06729,-64.107,-78.05772,146.12961,131.18896,104.237915,-27.375805,-20.78801,24.824455,-67.8594,-38.28461,-0.5106754,9.93324
Jurkat E6.1,26.315123,152.60625,-205.42738,-41.00959,216.15628,19.0971,-156.2892,8.842311,-96.49961,-216.466,136.59787,-127.57665,199.43098,201.50296,-33.370594,-133.36856,-343.91785,108.26846,-175.3483,57.60803,211.14903,207.31299,-97.28633,-133.95642,-24.413267,-142.09311,-157.76372,107.43948,159.18425,17.225306,-3.8962295,228.26308,190.89575,-137.00473,-45.654366,-227.54892,-246.48598
NCI-H1792,10.429894,85.096054,57.017143,-18.060047,70.90853,42.80381,-84.31879,-21.492529,26.040266,-64.85048,-39.757652,-19.679546,34.348503,56.2577,73.769516,-70.02722,16.922499,54.46997,-7.6993833,-99.73185,51.408737,18.09868,-22.562504,-17.222595,-59.221977,-69.67241,-84.26357,53.973236,19.700674,28.124807,31.47277,-14.124711,-8.864939,-85.3686,-98.32321,-90.51776,-36.49544
KMRC-1,13.332069,127.49226,79.55181,-5.6814117,92.51504,83.80215,-111.556274,-18.453497,27.457394,-81.52077,-25.501253,-15.69221,65.489784,88.778244,94.87577,-109.7192,51.126045,63.428303,-28.433853,-138.17189,71.68806,9.740338,-14.732241,-5.5985866,-83.66503,-87.39583,-113.666504,79.977165,11.394809,11.074318,36.61955,-31.295277,-15.296294,-109.15422,-142.19124,-117.57725,-42.603172
Hs 255.T,129.74232,222.04295,193.912,-40.887615,203.59065,187.29962,-233.27385,-12.767821,5.5534263,-189.27388,51.74615,-72.81432,106.40534,133.6438,207.88197,-188.49693,99.975586,48.81343,-58.99523,-255.30783,172.5091,15.811772,-85.18175,-57.286278,-162.65225,-212.04277,-210.89236,95.43808,40.623806,-10.103634,64.55894,-70.770256,4.871059,-240.63913,-284.11502,-249.56845,-139.69136
Pfeiffer,26.671772,158.15578,-145.26137,-96.49376,265.9865,48.507645,-164.41246,21.40032,-52.774994,-314.8207,106.50593,-143.32635,262.0151,240.64085,-40.558445,-243.96262,-403.99405,93.44702,-179.571,-13.420274,315.6415,306.65872,-131.53214,-220.83495,-69.96882,-190.22798,-185.47496,200.60762,276.48947,49.816776,30.041912,252.85721,261.4584,-126.730995,-61.749508,-221.72295,-271.5151
KYSE-150,-22.267485,72.63419,106.64357,-44.191936,16.516327,-18.121546,-78.68394,-131.35283,125.76279,-59.98103,-197.45714,-25.028288,-17.395914,96.93771,94.99113,-77.276,9.864718,55.509007,56.579426,-144.93715,-5.2039742,116.576775,-36.621243,-48.474766,-111.841965,-49.906994,-59.092182,128.61078,113.34435,69.01186,-26.765045,-50.13513,-5.846167,-70.65305,-50.457436,8.76764,21.665771
AMO1,28.988495,159.79382,-133.21802,-37.139893,237.46132,81.28299,-162.9033,25.004309,-87.64908,-265.86575,126.76273,-118.23501,221.82126,230.61417,-30.527304,-219.58595,-327.27518,76.02595,-185.8034,-12.710036,259.73685,251.1264,-94.25525,-178.39513,-35.76056,-165.94275,-171.9509,155.40279,206.52698,8.737899,9.146811,224.33888,206.52194,-138.98819,-55.339806,-222.47768,-257.0626
HLC-1,-16.204838,53.16182,28.54339,-53.670975,13.552133,-36.598774,-36.85141,-55.621265,51.0836,-49.64688,-116.89461,-26.13139,22.228064,37.065712,41.117165,-28.487045,-32.946957,65.60793,12.150005,-67.95358,5.8887267,47.525185,-30.618902,-35.269382,-42.86194,-36.491104,-59.58546,81.54182,39.609787,40.667908,28.731335,-0.26354343,4.1526136,-25.78093,-44.6078,-32.955708,-5.305238
NCI-H2347,-18.98694,88.22477,103.05498,-19.959984,34.539368,31.714619,-93.264465,-111.16447,103.75876,-70.25934,-174.34422,-17.642893,7.1790833,92.70929,98.9045,-79.37107,47.905796,41.967888,75.02009,-149.43202,6.4978714,102.92885,-50.45168,-37.969498,-117.31401,-66.804726,-88.91515,129.17526,78.16755,78.166954,-10.782114,-53.71236,-4.7420216,-70.46329,-71.90726,-22.603682,17.02813
JHUEM-3,16.663597,122.19773,127.078514,-21.561054,65.55261,68.75903,-121.85948,-103.53926,98.72221,-82.41309,-149.42557,-27.622963,25.158232,108.92655,130.32649,-94.94023,91.823425,57.32263,57.998684,-180.9167,28.727877,68.18465,-40.134335,-23.866314,-133.19843,-91.1568,-123.1316,129.05623,55.5194,71.953636,1.487977,-74.24062,-21.07938,-107.13611,-132.977,-65.882034,6.799279
D341 Med,16.957443,55.428364,-19.324715,-116.4962,64.89509,-54.887596,-24.656155,12.16477,-28.357779,-99.49259,-36.73621,-40.816315,84.19115,11.194737,-27.534758,-17.975786,-189.64932,31.38302,-63.801216,12.299224,83.186584,37.168434,-71.51436,-107.81806,20.998953,-68.98436,-95.044235,42.176224,64.82993,48.31033,100.82801,113.43991,76.49093,-33.619476,-43.51923,-130.79688,-82.82278
NCI-H2126,-10.766339,80.75279,90.72426,-48.391186,20.657732,10.908831,-82.186295,-141.95636,98.329094,-85.08555,-207.3426,-43.405937,4.5250654,81.2885,92.48258,-57.528675,20.058933,41.94024,107.43057,-132.41835,-10.566843,135.25546,-69.63961,-62.146816,-105.07944,-61.950787,-92.50918,139.53716,88.61363,91.888725,-19.499289,-28.343245,6.381082,-47.383156,-38.55169,-6.0033717,15.342023
OVKATE,-10.304299,85.44721,84.94733,-38.78633,26.185608,9.233276,-77.67654,-110.373604,84.4867,-79.03751,-168.45207,-35.11933,22.069897,81.50426,84.09755,-64.60736,28.00207,46.85732,56.275448,-133.14629,4.865529,96.17733,-50.17532,-51.82276,-90.48035,-60.409637,-90.19574,129.3963,55.652637,67.92342,1.6118367,-29.348139,7.1548862,-55.63629,-69.2794,-23.46213,2.9406955
VCaP,-3.542411,69.11265,27.394955,-81.46738,46.13273,-29.46672,-50.88528,-59.20812,34.64697,-113.65442,-91.27279,-53.666355,63.202866,64.358376,39.930676,-36.07675,-87.98306,27.860521,6.831597,-55.755978,44.677914,106.406944,-80.88657,-92.33132,-34.967747,-76.121086,-90.16083,103.08484,63.17012,60.975365,37.735397,57.04031,61.70728,-42.657406,-50.380936,-63.883514,-56.67693
HuH-28,63.70719,147.42654,121.54557,-19.989357,124.938484,108.89076,-149.94931,-13.223334,-0.51857054,-117.61758,11.88176,-40.592392,66.36083,88.95999,133.63333,-120.267204,68.2413,52.044094,-43.50056,-168.40146,101.59377,9.202629,-38.52062,-30.275837,-97.34527,-132.63806,-145.01079,70.36549,13.037549,-0.08004141,51.1296,-41.86656,-8.637111,-154.03658,-188.93454,-159.02016,-82.58579
COR-L88,19.545834,68.06391,-11.483026,-126.11228,54.69802,-84.2489,-39.229427,-47.950043,12.922126,-109.61927,-106.756996,-58.430855,77.927414,15.555059,-1.6569283,-7.8982697,-170.96758,31.030901,-13.405197,-2.3068135,64.38298,68.75324,-98.28341,-111.86288,-18.136293,-78.190414,-98.19204,81.12585,86.364334,89.613625,81.259705,104.34018,88.72646,-31.964869,-51.412197,-100.47834,-66.46484
SF172,-0.16883092,83.96872,104.95487,-21.431225,38.774372,31.703869,-88.73984,-109.66806,105.0661,-68.405525,-166.20258,-18.486761,2.5172262,95.32625,94.411125,-85.035484,38.926105,48.799347,69.534424,-150.3207,10.590066,94.711685,-35.056377,-40.88757,-112.006165,-64.79815,-82.04653,120.618774,90.97807,74.46275,-17.118578,-55.74233,-8.613131,-76.10087,-75.7144,-19.90838,17.262585
DMS 53,2.8897164,68.01517,18.466995,-82.99105,52.962917,-32.98797,-60.95596,-70.18573,37.24495,-100.29595,-114.86785,-52.812813,56.010796,39.44487,28.4444,-36.31734,-94.649864,31.84466,10.684289,-44.72778,45.32137,81.421684,-76.83406,-95.73204,-39.269196,-66.48626,-90.906364,93.599884,75.87671,78.92131,40.57474,63.311546,60.843685,-41.995117,-44.853546,-75.40015,-42.16912
Hs 940.T,159.67894,261.22324,239.71268,-31.146803,239.53712,233.53912,-280.04346,-17.506924,13.25879,-226.4513,81.13228,-78.3545,117.06739,166.30196,254.93207,-233.47942,127.81894,46.25301,-72.65288,-305.6731,199.92436,20.450832,-96.11531,-62.31862,-193.27039,-252.72446,-237.43628,111.405754,53.318077,-22.786951,59.48157,-86.878426,3.7931197,-289.3485,-335.90524,-282.08823,-164.91797
SH-10-TC,19.525969,98.63398,78.71496,-28.007944,88.86749,57.288116,-98.24736,-28.343489,47.920116,-68.36056,-38.488552,-24.361677,41.732468,70.15037,77.89064,-99.915115,8.523302,69.27856,-25.87794,-122.317215,71.20229,16.602837,-15.210767,-23.628782,-77.36109,-74.84482,-90.82531,54.314198,45.60917,31.477406,34.80582,-18.756447,-9.200223,-99.94176,-114.58683,-100.753494,-36.417168
TUHR10TKB,7.457757,128.13995,73.82848,-7.379411,85.34452,79.442894,-112.60466,-50.667286,50.927925,-80.6592,-67.91801,-18.984673,59.500694,93.70343,96.9565,-99.59596,62.375023,74.38256,-7.5718894,-146.19588,56.922222,21.93115,-17.53194,-9.153569,-92.70696,-82.09609,-115.808586,101.219635,17.038124,33.379223,31.769535,-38.612217,-14.579819,-101.19958,-142.69418,-106.36129,-22.447592
CAL-12T,-11.333028,87.71975,105.255745,-43.78503,33.05622,2.1293828,-93.0412,-135.08351,125.073074,-69.53932,-221.28171,-30.266567,4.6509595,94.607155,99.52696,-88.655136,34.258793,64.44006,86.8542,-155.88895,4.5140333,116.51111,-47.80786,-49.209957,-130.90778,-64.40885,-87.18289,148.15565,114.2777,102.54701,-13.351824,-50.75657,-2.4284728,-71.712616,-66.83475,-9.739555,32.83642
HuCC-T1,-13.01765,89.002686,106.249146,-24.06416,48.80896,26.530207,-98.60179,-111.15263,125.042694,-61.395763,-182.89821,-12.013536,6.034032,103.30773,99.0131,-95.14362,37.382385,57.973495,66.493454,-149.80661,20.3463,97.94838,-35.818195,-35.6823,-128.34143,-67.4961,-84.39866,124.01412,106.312065,97.14745,-10.781474,-55.71195,-6.7717066,-87.38944,-82.20179,-25.458065,25.13297
RPMI-8402,20.990658,163.69829,-213.87975,-37.302956,234.60962,35.858692,-172.73102,10.115708,-103.78312,-226.5182,151.77182,-135.74748,210.25977,221.94781,-29.826523,-151.8942,-359.26144,109.84617,-193.6785,55.003345,227.40665,221.46106,-98.460625,-148.32358,-25.842777,-150.2803,-161.62329,110.96282,165.82031,11.58288,-7.7498407,241.5928,200.47224,-156.13773,-46.962738,-244.18274,-264.5729
NCI-H2141,22.091953,68.59084,0.94390845,-134.10434,48.084908,-89.416336,-35.21977,-39.494286,-4.0777135,-106.09692,-111.33854,-54.850838,77.43347,4.968192,-3.3957381,10.021825,-161.70549,22.314983,-19.78547,-4.6221848,57.333652,49.499928,-97.9978,-118.71944,-5.626668,-80.19774,-116.3364,75.69514,59.049095,83.69982,100.629616,94.44901,80.148834,-32.35848,-65.27785,-117.066315,-66.20351
HEC-6,4.791924,73.795296,20.361265,-63.798344,54.520123,-16.671898,-63.615227,-71.63281,58.098606,-78.34119,-111.31471,-51.92416,60.283134,52.289185,48.83419,-54.94981,-37.694176,82.413956,23.058535,-78.95358,47.62033,67.0141,-51.953976,-54.56522,-66.7866,-62.727287,-86.872635,99.3175,62.38687,69.73726,45.19047,22.566372,34.424717,-44.052834,-71.3123,-59.988316,-21.729065
JHH-5,-43.73996,148.60942,-9.281166,-43.74061,108.756294,-18.472345,-117.14478,-110.37943,118.35061,-154.8806,-147.30362,-96.86558,107.5607,75.34878,116.25151,-119.33583,-41.233856,139.0002,29.316174,-132.62497,50.84542,144.54224,-66.43366,-93.46805,-67.686195,-88.1056,-109.635826,185.61447,114.924545,61.324444,15.294211,101.07398,91.359,-94.27844,-86.77105,-68.05714,-37.33414
KMS-18,38.068634,204.42355,-165.9121,-67.24863,311.93118,103.36169,-214.96623,4.8206587,-69.065056,-340.3976,138.65515,-162.89902,287.5073,304.53503,-25.715315,-299.98108,-431.1104,96.33527,-226.71231,-40.71052,348.1623,326.97446,-131.09634,-229.9092,-77.06695,-208.24313,-215.94482,206.2992,281.18213,29.704004,10.241105,285.93884,275.2446,-179.0334,-80.62059,-277.5343,-327.31268
NCI-H1975,-0.9339566,84.78755,90.11564,-12.563021,32.955357,35.737843,-81.05125,-74.64918,61.40087,-53.70273,-125.40188,-15.43199,11.789682,60.707565,92.14806,-56.73553,71.52723,50.08977,50.041492,-131.04001,7.4415255,45.983246,-28.075298,-11.592819,-92.3552,-61.305702,-88.092316,93.97278,29.80304,51.27005,7.560448,-57.631454,-24.462255,-64.12003,-86.950424,-40.10285,10.10377
SNU-410,9.701955,94.515236,81.90758,-9.2763605,77.029625,65.01716,-97.87143,-43.009346,59.415066,-58.19634,-58.72486,-13.070459,23.705582,81.7476,79.62181,-102.35617,16.444715,59.413517,-11.855712,-127.545,54.49821,30.273989,-5.7985106,-17.21267,-82.24214,-63.049397,-78.595406,60.829998,57.593933,36.80944,10.172813,-31.124743,-16.389002,-99.40043,-98.986206,-79.48825,-24.257275
COLO 849,18.621223,146.9224,83.84917,-40.241425,67.10484,37.21938,-87.97322,-19.929958,-1.7171204,-82.40916,-44.78332,-54.346622,75.14674,45.64658,78.12007,-99.63476,-28.472105,89.66942,-54.594166,-139.79181,48.72659,-12.1675415,-19.379015,-24.276506,-61.76462,-64.85264,-109.13521,59.967403,1.7948259,-40.001583,76.46532,4.76514,-10.179477,-75.65297,-120.61259,-99.94086,-74.098076
